member_name,session_id,model,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,cost_usd,project_name,recorded_at
hletrd,2e05b1bf-4dd7-43e9-9b47-a1f776979d65,claude-opus-4-5-20251101,362,814,241877,4916730,2.39535375,-Users-hletrd,2026-02-05 09:07:29.237+00
hletrd,d729eac6-d836-4d10-a834-e438ff734453,claude-opus-4-5-20251101,600,4417,303827,4269193,2.48816415,-Users-hletrd-git-setup,2026-02-05 09:03:49.208+00
hletrd,test-debug-2e05b1bf-4dd7-43e9-9b47-a1f776979d65,claude-opus-4-5-20251101,362,814,241877,4916730,2.39535375,projects,2026-02-05 08:56:54.896+00
hletrd,3d7de6fc-4b75-4d1f-bf8d-4b843e03e39c,claude-opus-4-5-20251101,40,14,96314,156128,0.4083459,-Users-hletrd-git-nas-ops,2026-02-05 08:55:22.116+00
hletrd,d83089e1-1457-4036-971a-fe86330f9de2,claude-opus-4-5-20251101,1354,3148,377204,12250405,5.1409185,-Users-hletrd-git-nas-ops,2026-02-05 08:01:56.669+00
hletrd,dfcfa0d7-8111-4e7a-8bc5-85a139f79775,claude-opus-4-5-20251101,2026,12703,1488058,20467914,11.9172147,-Users-hletrd-git-xylolabs-panel-demo,2026-02-05 07:56:29.072+00
inkeun,297b166a-7808-431b-8571-5f165019b14d,claude-opus-4-5,58,5817,66399,335106,0.43695705,workspace,2026-02-05 07:39:08.95+00
hletrd,97bc9383-d28f-442f-acd1-b11b72ee7986,claude-opus-4-5-20251101,562,4659,208314,3760273,1.9808304,-Users-hletrd-git-nas-ops,2026-02-05 07:21:26.684+00
hletrd,b076a57a-6033-425c-b679-960aff1fa4cd,claude-opus-4-5-20251101,566,1521,68479,1945255,0.86488575,-Users-hletrd-git,2026-02-05 06:50:48.241+00
hletrd,0567a9ea-7196-48d6-afaf-c0998b290394,claude-opus-4-5-20251101,764,1429,212488,5563064,2.4894762,-Users-hletrd-git-nas-ops,2026-02-05 06:48:00.045+00
hletrd,ses_3d37d0f5fffe6GT8oQMIO13xuG,gpt-5.2-codex,82172,12690,0,323072,0.5337876,nas-ops,2026-02-05 06:40:42.238+00
hletrd,ses_3d37b8af0ffe20wRR16iRScGg5,gpt-5.2-codex,112429,17994,0,1162624,0.9559842,nas-ops,2026-02-05 06:39:22.614+00
inkeun,075e5214-d470-48cb-99e5-a87590723d9b,claude-opus-4-5,74,5959,99339,537288,0.62331465,workspace,2026-02-05 05:37:29.176+00
inkeun,2f9b5e32-0c2a-4c15-9212-3e77998a71e6,claude-opus-4-5,74,6614,98324,536793,0.6291849,workspace,2026-02-05 03:35:23.653+00
hletrd,ses_3d6ef4448ffep1ZCoCksIaaeWP,gpt-5.2-codex,876027,87074,0,9666560,6.834159,grafana-xylolabs,2026-02-05 03:27:34.84+00
hletrd,ses_3d71426e6ffeQonwSX7NkinHOB,gpt-5.2-codex,864587,115335,0,11839232,7.8755556,grafana-xylolabs,2026-02-05 03:24:16.345+00
hletrd,ses_3d42d0a3affeykGDn4nJ5POxKv,claude-haiku-4-5,43,1540,104372,646396,0.2028476,grafana-xylolabs,2026-02-05 03:23:59.881+00
inkeun,3cd6bcd1-5b17-4a24-b651-3d7c7398a68a,claude-opus-4-5,58,5636,67422,336618,0.4385319,workspace,2026-02-05 01:33:16.419+00
hletrd,ses_3d4f8e85effezLFk48neOJhar5,claude-haiku-4-5,43,1436,98027,579291,0.18768585,grafana-xylolabs,2026-02-04 23:40:33.251+00
inkeun,10cf03cc-bd31-4e76-adeb-d0f348665dcd,claude-opus-4-5,58,4976,68347,342001,0.43371555,workspace,2026-02-04 23:31:18.252+00
inkeun,5c87c0d5-59c3-4992-ab8f-4e9854d400d8,claude-opus-4-5,74,7083,75943,488864,0.53791245,workspace,2026-02-04 21:29:53.148+00
inkeun,4a61bf57-c5d7-4fe3-9014-2e137c044cc8,claude-opus-4-5,66,6851,73758,416708,0.5045679,workspace,2026-02-04 19:28:06.686+00
inkeun,b43b6c0f-8da8-4e79-931c-68e2de765746,claude-opus-4-5,1222,45840,3085799,6544798,14.22645165,workspace,2026-02-04 18:46:22.038+00
inkeun,e24e90f0-768c-414a-b798-21abf6f34d24,claude-opus-4-5,58,7706,71402,350234,0.4885917,workspace,2026-02-04 17:26:18.296+00
hletrd,ses_3d6ecb4efffeKA9wfpzaaiqU5z,glm-4.7-free,189407,4583,0,456555,0.7739325,grafana-xylolabs,2026-02-04 15:44:12.701+00
inkeun,70f6fede-5f25-44b0-8e65-f742b94be7cd,claude-opus-4-5,66,5813,70424,410813,0.4747269,workspace,2026-02-04 15:24:16.656+00
hletrd,ses_3d6fc3f69ffehYxZsZLzZQMIS7,glm-4.7-free,275331,4161,0,260337,0.9665091,grafana-xylolabs,2026-02-04 14:22:52.77+00
hletrd,ses_3d75cc0fdffeis2qxZquEw6P8s,gpt-5.2-codex,1037521,92628,0,12325376,8.1995958,nas-ops,2026-02-04 13:51:51.884+00
hletrd,ses_3d71ba09affeB5Y03pXuoyEAy6,claude-sonnet-4-5,5,1778,169229,483639,0.80638545,nas-ops,2026-02-04 13:43:18.621+00
inkeun,f3f75d84-9ac1-45ad-867b-1319735423dd,claude-opus-4-5,66,6120,73125,411271,0.48959805,workspace,2026-02-04 13:22:40.168+00
hletrd,ses_3d75793efffehoUxLNS4dl8I8U,claude-sonnet-4-5,41,12292,330553,4269039,2.70478845,nas-ops,2026-02-04 12:41:45.705+00
hletrd,ses_3d75b81d1ffefLQ33kwLfZ2iQT,claude-sonnet-4-5,35,11163,414392,3385104,2.7370512,nas-ops,2026-02-04 12:36:33.023+00
inkeun,c925f270-5f2d-4be4-8d02-3fd99c47be7d,claude-opus-4-5,74,7073,73112,474625,0.5228745,workspace,2026-02-04 11:20:52.613+00
inkeun,da509299-4904-40c7-af55-1e23816ba84b,claude-opus-4-5,66,5755,77005,402425,0.49601925,workspace,2026-02-04 09:19:05.637+00
inkeun,56fb903d-3441-4ee4-a8f4-0f50df94799b,claude-opus-4-5,74,6517,71742,464374,0.5063217,workspace,2026-02-04 07:17:33.827+00
inkeun,f908d52e-ba39-4ba6-bb11-6cc3eb13e11f,claude-opus-4-5,66,5670,71564,391697,0.4711221,workspace,2026-02-04 05:15:53.493+00
hletrd,ses_3d9c80d80ffetjnDtkQwabJd6D,gpt-5.2-codex,177923,26759,0,1387904,1.3515252,nas-ops,2026-02-04 04:50:54.188+00
hletrd,ses_3d904126effeR1L3Wfyr69o1RZ,gpt-5.2-codex,67405,47,0,67072,0.2230416,nas-ops,2026-02-04 04:49:35.051+00
inkeun,07896643-c7d3-4bc5-94d7-5281b7044593,claude-opus-4-5,66,5825,66595,384079,0.45252795,workspace,2026-02-04 03:13:53.607+00
hletrd,ses_3d9945217ffeSMQRTN8f9Xrqdy,gpt-5.2-codex,77641,2709,0,0,0.273558,nas-ops,2026-02-04 02:11:57.091+00
hletrd,ses_3d9c5e240ffe776Vfu1NdDXlbj,gpt-5.2,70572,2743,0,57344,0.2700642,nas-ops,2026-02-04 01:17:59.404+00
inkeun,45cf3309-08ea-42c7-b5f3-e44af6facf68,claude-opus-4-5,58,5937,64438,319477,0.4267146,workspace,2026-02-04 01:12:21.192+00
inkeun,35d64f57-9587-486b-9702-619fd94a9a1f,claude-opus-4-5,74,6217,65443,413554,0.46295445,workspace,2026-02-03 23:10:22.594+00
inkeun,8c30fb92-87ea-4633-a75b-7dcca62cf24f,claude-opus-4-5,90,5280,68795,544622,0.50083785,workspace,2026-02-03 21:08:39.472+00
inkeun,4e1e28a7-79ae-4b84-b83c-88bb28fc26c8,claude-opus-4-5,58,6219,67020,311212,0.4381476,workspace,2026-02-03 19:06:29.091+00
hletrd,ses_3db31e3a5ffe7Cy2cXqORn03t2,gpt-5.2-codex,112618,33265,0,1638656,1.3284258,nas-ops,2026-02-03 18:47:10.955+00
hletrd,ses_3db2fc177ffecPZkHkOwqJVIE1,gpt-5.2,141853,11190,0,584320,0.768705,nas-ops,2026-02-03 18:44:46.946+00
hletrd,019c24c1-0dad-7732-8844-6130f4a75cd5,gpt-5.2-codex,722287,6150,0,647168,2.4532614,hletrd,2026-02-03 18:32:10.254+00
hletrd,ses_3db439212ffenTWLFHBaoAcaHE,gpt-5.2-codex,179029,32632,0,356224,1.1334342,hletrd,2026-02-03 18:30:46.764+00
hletrd,ses_3db44d296ffe2PDryar1q36U2u,gpt-5.2-codex,158105,47919,0,1447168,1.6272504,nas-ops,2026-02-03 18:27:13.775+00
hletrd,ses_3db41e587ffeap90YaF1OUAKJf,gpt-5.2,95629,11704,0,201216,0.5228118,hletrd,2026-02-03 18:26:32.854+00
hletrd,ses_3db41e584ffeL7jkDzHG5OSA5A,gpt-5.2,109050,10445,0,318208,0.5792874,hletrd,2026-02-03 18:26:28.299+00
hletrd,ses_3db41d7c6ffeN9Lpk7zmw8DhyM,gpt-5.2-codex,30903,613,0,0,0.101904,hletrd,2026-02-03 18:22:48.011+00
hletrd,ses_3db4361f7ffeEs3Ee42M8elLgF,gpt-5.2,111629,8773,0,483584,0.6115572,nas-ops,2026-02-03 18:22:23.846+00
hletrd,ses_3db436203ffee14JnKGmk4XLGA,gpt-5.2,94843,5896,0,352384,0.4786842,nas-ops,2026-02-03 18:22:07.321+00
hletrd,ses_3db5088fbfferARZFBvID2t30o,gpt-5.2-codex,106259,58582,0,1333888,1.5976734,nas-ops,2026-02-03 18:17:31.271+00
hletrd,2e4ffde9-a117-4577-91f1-a337405fb1a3,claude-opus-4-5-20251101,746,813,136166,2865623,1.3847424,-Users-hletrd,2026-02-03 18:12:00.302+00
hletrd,bbfb86b4-6fc2-40cb-bb8a-215e152d346b,claude-opus-4-5-20251101,29,286,88228,64121,0.3544683,-Users-hletrd,2026-02-03 18:08:32.451+00
hletrd,ses_3db4fbfb0ffegoMAWeBlUOf0Bt,gpt-5.2-codex,69162,585,0,65920,0.236037,nas-ops,2026-02-03 18:07:42.588+00
inkeun,74d2e4cb-da3b-4ba1-af18-2ee6438ab071,claude-opus-4-5,9286,376682,19280429,75741993,100.70229465,workspace,2026-02-03 18:03:52.764+00
hletrd,ses_3db5c97fcffe0PtVqMceXiIxSa,gpt-5.2-codex,201865,4004,0,864512,0.9250086,nas-ops,2026-02-03 18:03:06.411+00
hletrd,ses_3db5fd68bffeVhaLprTjW1inCw,gpt-5.2-codex,61768,12064,0,0,0.366264,hletrd,2026-02-03 17:52:51.648+00
inkeun,3101f82e-410e-469c-a7bc-fcb60a634237,claude-opus-4-5,90,5720,55786,490834,0.4425177,workspace,2026-02-03 17:04:41.883+00
inkeun,58d0a857-3de8-4a04-8248-a849ee333883,claude-opus-4-5,162,6660,61982,941985,0.615414,workspace,2026-02-03 15:02:45.087+00
inkeun,d7625f4f-711e-4e8a-b9e1-0a0168ae8c19,claude-opus-4-5,178,12738,59491,1026830,0.72274425,workspace,2026-02-03 12:59:34.459+00
inkeun,5443dfd5-4e9f-4ee6-b9e5-7760d6e933d3,claude-opus-4-5,106,6738,61759,564889,0.50245095,workspace,2026-02-03 10:55:06.863+00
inkeun,7a59cd69-83e3-4e6c-a5cc-dcc7b049c6e5,claude-opus-4-5,106,12432,61377,543920,0.58013775,workspace,2026-02-03 08:52:56.79+00
inkeun,a71964a6-a84a-424d-a728-b40dcb79382f,claude-opus-4-5,98,8735,55982,521090,0.4975785,workspace,2026-02-03 06:48:49.35+00
inkeun,a98e56da-7aff-4527-97b7-4a516e593044,claude-opus-4-5,90,10321,54490,408776,0.4820553,workspace,2026-02-03 04:45:46.316+00
hletrd,ses_3de7f726effevUB5bItH7cRUc3,gpt-5.2-codex,133114,8291,0,1784960,1.059195,hletrd,2026-02-03 03:23:44.207+00
hletrd,ses_3de7c70e5ffeEs70RxHWZBdFBS,gpt-5-mini,187436,6679,0,18816,0.6681378,hletrd,2026-02-03 03:20:41.801+00
hletrd,ses_3de7c7093ffeS58lJjyPTZmuiq,claude-sonnet-4-5,72972,1859,0,211494,0.3102492,hletrd,2026-02-03 03:20:35.917+00
hletrd,ses_3de7c7095ffeWoM4feFjMtahVH,claude-sonnet-4-5,62745,1021,0,97612,0.2328336,hletrd,2026-02-03 03:20:20.872+00
hletrd,ses_3de7c70a5ffeg44VVj5DMhk6Ha,gpt-5-mini,2666,1540,0,15744,0.0358212,hletrd,2026-02-03 03:20:07.215+00
inkeun,0ed726c1-dc22-4716-8882-b95662a41538,claude-opus-4-5,58,5950,48530,233420,0.3414375,workspace,2026-02-03 02:42:32.642+00
inkeun,71026e32-f0c4-4dd6-9d13-596774cdc34e,claude-opus-4-5,58,5017,45206,220506,0.3111033,workspace,2026-02-03 00:40:50.906+00
inkeun,407dfdbb-d1ba-4b1c-877f-3765bf353543,claude-opus-4-5,58,9438,47560,218797,0.3857331,workspace,2026-02-02 22:39:05.984+00
inkeun,de3a08ed-d130-41c5-a311-a8ff3af418ed,claude-opus-4-5,154,11285,47324,650386,0.5423178,workspace,2026-02-02 20:36:32.919+00
inkeun,3b59710b-5a41-4db1-9e17-552a9fac0273,claude-opus-4-5,58,5173,39540,196606,0.2850258,workspace,2026-02-02 18:33:11.17+00
inkeun,c28ab55b-25ed-4511-88b7-cfa020a9492f,claude-opus-4-5,50,4858,37230,151369,0.2580432,workspace,2026-02-02 16:31:37.298+00
hletrd,dccbcae2-9703-4c99-beba-35de567990d6,claude-opus-4-5-20251101,80,552,161720,2069059,1.2356877,-Users-hletrd,2026-02-02 14:46:07.588+00
inkeun,9196370a-f55b-464d-b709-e5233e45d463,claude-opus-4-5,58,4379,35330,179168,0.2520969,workspace,2026-02-02 14:30:15.867+00
hletrd,ses_3e179ec0bffehi2o7QOtdie0cz,claude-opus-4-5,427820,10694,0,1848740,1.998492,nas-ops,2026-02-02 13:33:40.111+00
hletrd,ses_3e19a56a6ffexFpncp5HFXXwuh,gpt-5.2-codex,23778,49,0,0,0.072069,xylolabs-web,2026-02-02 12:59:21.179+00
hletrd,ses_3e19a0b98ffewSEOxirckJIxLe,claude-opus-4-5,109910,1097,0,193226,0.4041528,hletrd,2026-02-02 12:54:19.648+00
hletrd,ses_3e31d3914ffeKXtxjHirI6dSG4,gpt-5.2-codex,385085,49396,0,3594880,2.974659,,2026-02-02 12:34:05.1+00
hletrd,ses_3e1aacf41ffeAim11GDDz10zM3,claude-sonnet-4-5,82613,2089,0,174984,0.3316692,,2026-02-02 12:31:05.142+00
inkeun,83f8f673-da3c-4cfb-b023-09e8557d3402,claude-opus-4-5,58,5405,40218,195615,0.290751,workspace,2026-02-02 12:28:56.626+00
hletrd,ses_3e1b8e6c2ffe2HP04nUt06Oa8N,gpt-5.2-codex,45815,19725,0,152832,0.4791696,,2026-02-02 12:17:35.688+00
inkeun,6bf60856-581e-4d43-a255-eadef6534e55,claude-opus-4-5,106,5318,39127,392278,0.34449765,workspace,2026-02-02 10:26:19.19+00
inkeun,91288d88-0d61-4f4c-92ee-22fb1f506f1b,claude-opus-4-5,346,9769,48980,1546557,0.7952151,workspace,2026-02-02 08:21:30.124+00
inkeun,d0d2906d-3190-413c-8b3d-f1bb50fba410,claude-opus-4-5,50,8531,41959,151707,0.33097335,workspace,2026-02-02 06:17:18.205+00
inkeun,3d5be754-6d13-4673-9188-ae39d69be09c,claude-opus-4-5,50,4303,32454,141503,0.2288484,workspace,2026-02-02 04:14:46.009+00
inkeun,fe722b6a-3927-4caf-957d-2e08c4398b00,claude-opus-4-5,58,5008,34589,174219,0.25726845,workspace,2026-02-02 02:13:30.242+00
inkeun,7d56af78-1d6d-439f-99dc-d9743a579108,claude-opus-4-5,66,6730,35207,203492,0.29422185,workspace,2026-02-02 00:11:57.96+00
inkeun,743af7b0-9806-40a4-b626-ecef31b89573,claude-opus-4-5,50,5454,32225,129021,0.24151005,workspace,2026-02-01 22:10:22.3+00
inkeun,07da8c5e-d64b-4e3c-a304-95c8c9346e36,claude-opus-4-5,50,4177,28229,125202,0.20622435,workspace,2026-02-01 20:09:05.04+00
inkeun,f0b0d190-580f-44af-8904-2986c32c18d7,claude-opus-4-5,50,4451,28638,121311,0.2107008,workspace,2026-02-01 18:07:49.298+00
hletrd,ses_3e67c3770ffeFZwM6c6lnaQk4y,gpt-5.2-codex,3134630,119493,0,15325952,15.7940706,nas-ops,2026-02-01 16:36:07.361+00
hletrd,ses_3e5f47a79ffeiw8Xtn9rdvVB7w,claude-sonnet-4-5,8,532,136562,135444,0.5607447,nas-ops,2026-02-01 16:31:37.518+00
inkeun,0c2f333a-fab3-4c21-a9f8-825f76e34ece,claude-opus-4-5,42,1628,23553,87775,0.13920225,workspace,2026-02-01 15:31:04.806+00
hletrd,ses_3e6474f40ffeaXD0bnXP2l7Pj6,claude-opus-4-5,10,2979,145042,995635,0.887313,nas-ops,2026-02-01 15:01:44.817+00
inkeun,e77933b1-285d-4acd-b917-27a6d4c2fa67,claude-opus-4-5,74,2215,23373,174848,0.17355015,workspace,2026-02-01 13:30:31.763+00
hletrd,ses_3ed1e9dfbffeX2lilRLYGRS167,gpt-5.2-codex,239484,26071,0,811520,1.352973,acmicpc,2026-01-31 07:15:04.771+00
hletrd,ses_3ed1ccd00ffeWtGoRgKQqI7dKn,claude-haiku-4-5,36,5962,115734,1943994,0.3689129,acmicpc,2026-01-31 07:11:35.216+00
hletrd,ses_3ed22d839ffeWSvy8AdsLH4Jec,gpt-5.2-codex,55872,164,0,0,0.170076,acmicpc,2026-01-31 07:03:29.493+00
hletrd,ses_3f12f9fffffecPKkBYwTEa7PP1,gpt-5.2-codex,398302,19990,0,209152,1.5575016,nas-ops,2026-01-30 12:18:10.068+00
hletrd,ses_3f12c7d1affeKZ5xagyVJj0fsY,glm-4.7-free,267807,2948,0,387873,0.9640029,nas-ops,2026-01-30 12:17:00.141+00
hletrd,ses_3f1e0b970ffe5q978fPOiPsVCj,gpt-5.2-codex,1248525,62366,0,3921920,5.857641,nas-ops,2026-01-30 10:01:23.723+00
hletrd,ses_3f1dcb595ffexNlWz32iwzKMKo,gpt-5.2-codex,128757,25556,0,406912,0.8916846,nas-ops,2026-01-30 09:18:43.277+00
hletrd,ses_3f24bcc00ffeuf5NvpM9CgdCjI,claude-opus-4.5,264937,369,0,92000,0.827946,setup_personal,2026-01-30 07:01:00.154+00
hletrd,ses_3f28d6e13ffewAi0QNCMRiG6Ie,gpt-5.2-codex,570385,113579,0,16615296,8.3994288,nas-ops,2026-01-30 06:22:29.465+00
hletrd,ses_3f284f62affem4AipLSKJhwwVa,glm-4.7-free,161554,734,0,275155,0.5782185,nas-ops,2026-01-30 06:03:56.503+00
hletrd,ses_3f284d473ffeqDGrPd0KxMcgjV,glm-4.7-free,328257,2926,0,989249,1.3254357,nas-ops,2026-01-30 06:02:29.581+00
hletrd,ses_3f28d7ee3ffe5OTu2XQkNJbAtN,glm-4.7-free,128781,2842,0,470440,0.570105,nas-ops,2026-01-30 05:55:21.558+00
hletrd,ses_3f28d8628ffeRI35c7q3khT7ua,glm-4.7-free,330102,2619,0,250338,1.1046924,nas-ops,2026-01-30 05:50:55.556+00
hletrd,ses_3f2903c31ffeIKZBEQDk7DWZig,gpt-5.2-codex,96715,14345,0,0,0.50532,nas-ops,2026-01-30 05:45:54.397+00
hletrd,ses_3f332ec3bffel056DbIZNaoSTa,gpt-5.2-codex,1007192,105944,0,7268608,6.7913184,nas-ops,2026-01-30 04:04:03.903+00
hletrd,ses_3f2f0957affe7mF83GMu1w04IC,glm-4.7-free,305428,2193,0,542384,1.1118942,nas-ops,2026-01-30 04:02:32.132+00
hletrd,ses_3f2f09e4affe7AwjnrGaw03Avp,glm-4.7-free,161244,3854,0,390155,0.6585885,nas-ops,2026-01-30 04:01:52.771+00
hletrd,ses_3f313380fffeWxDZ3xxm172PBB,glm-4.7-free,175863,982,0,218705,0.6079305,nas-ops,2026-01-30 03:26:07.47+00
hletrd,ses_3f3134e49ffe4452q0XqWTNWph,claude-opus-4-5,14,5221,313663,847877,1.50895635,nas-ops,2026-01-30 03:24:31.372+00
hletrd,ses_3f3135969ffem3zjQMGsHL2D4n,claude-opus-4-5,11,5674,168187,1205485,1.07748975,nas-ops,2026-01-30 03:23:44.163+00
hletrd,ses_3f3136554ffe7WlOZe4rwmX4LT,claude-opus-4-5,11,6167,244692,776975,1.2432255,nas-ops,2026-01-30 03:23:33.286+00
hletrd,ses_3f3134346ffeoHk3rInegtfzyL,glm-4.7-free,119439,320,0,71,0.3631383,nas-ops,2026-01-30 03:22:47.358+00
hletrd,ses_3f34441cbffee2Brj5wFRyb25v,gpt-5.2-codex,104223,55473,0,1909120,1.7175,proxmox-ops,2026-01-30 02:58:54.754+00
hletrd,ses_3f32a5e5effetpvj9z090tyX97,claude-haiku-4-5,39,1045,89647,513181,0.16864085,proxmox-ops,2026-01-30 02:57:57.416+00
hletrd,ses_3f36bce7dffea5yoCmDBWkNfUY,gpt-5.2-codex,531889,74747,0,7795456,5.0555088,nas-ops,2026-01-30 02:35:46.247+00
hletrd,ses_3f33edf14ffeCDSfz1KVo0ZjFk,claude-haiku-4-5,22,593,1106,568523,0.0612218,nas-ops,2026-01-30 02:35:28.786+00
hletrd,ses_3f343bcaeffedPecsDqjeZ9O72,claude-haiku-4-5,37,1455,2980,858115,0.0968485,nas-ops,2026-01-30 02:30:19.262+00
hletrd,ses_3f3461a35ffepnlSEVDUXPH3G7,claude-haiku-4-5,37,1438,144874,717611,0.2600806,nas-ops,2026-01-30 02:27:47.834+00
hletrd,ses_3f3684b61ffehq3J4BiKZnNwm6,glm-4.7-free,286124,4539,0,135099,0.9669867,nas-ops,2026-01-30 01:50:52.73+00
hletrd,ses_3f5359d30ffe04EQYNe5U9eo35,gpt-5.2-codex,818054,163388,0,10471552,8.0464476,router-ops,2026-01-29 23:15:22.663+00
hletrd,ses_3f5137487ffeDbL6rjMNR5xKEL,antigravity-gemini-3-flash,3713,32070,0,12159,0.4958367,router-ops,2026-01-29 18:03:28.252+00
hletrd,ses_3f51bf3dfffeGUr2dKTP821T45,antigravity-gemini-3-flash,347,0,0,4054,0.0022572,router-ops,2026-01-29 17:54:04.504+00
hletrd,ses_3f51bfd74ffepblnfCbpBdpEK6,antigravity-gemini-3-flash,1496,969,0,8093,0.0214509,router-ops,2026-01-29 17:54:03.753+00
hletrd,ses_3f5224fb5ffeFlms3DBotvuQhU,antigravity-gemini-3-flash,5987,1110,0,16190,0.039468,router-ops,2026-01-29 17:47:15.968+00
hletrd,ses_3f5225e03ffeYPt1T78sVXF3A8,antigravity-gemini-3-flash,23417,1229,0,0,0.088686,router-ops,2026-01-29 17:47:07.412+00
hletrd,ses_3f5275532ffeniXc8Qj2dyvsH3,antigravity-gemini-3-flash,58606,781,0,0,0.187533,router-ops,2026-01-29 17:42:47.439+00
hletrd,ses_3f5275e4dffeaKd0ZWLlkf6aYB,antigravity-gemini-3-flash,56695,795,0,0,0.18201,router-ops,2026-01-29 17:42:46.587+00
hletrd,ses_3f530d14cffeDqoJk9n7j7oaLl,claude-haiku-4-5,17,542,92351,182767,0.13644245,router-ops,2026-01-29 17:31:25.548+00
hletrd,ses_3f536f7c0ffeqMXcw2AsH5jQgC,gpt-5.2-codex,53468,584,0,0,0.169164,hletrd,2026-01-29 17:24:32.976+00
hletrd,ses_3f65bfcd6ffepD8grMsQKD6gv8,gpt-5.2-codex,3306590,283269,0,46133760,28.008933,nas-ops,2026-01-29 14:58:55.62+00
hletrd,ses_3f5bd03f9ffe1yLPLBEdFR6thJ,claude-haiku-4-5,40,941,1884,997673,0.1068673,nas-ops,2026-01-29 14:58:38.08+00
hletrd,ses_3f5bf482effe9JZRinj1npKMtZ,claude-haiku-4-5,23,1789,2586,570409,0.0692414,nas-ops,2026-01-29 14:55:59.491+00
hletrd,ses_3f5c4c5dfffeTObpZ5y9QuRIvw,claude-haiku-4-5,64,3045,149075,1313551,0.33298785,nas-ops,2026-01-29 14:50:37.533+00
hletrd,ses_3f5dd2f02ffeQPekMN15PLdE3F,antigravity-gemini-3-flash,174084,8977,0,2297034,1.3460172,nas-ops,2026-01-29 14:37:33.605+00
hletrd,ses_3f5f4239dffexEJASHK4Xt1MJ1,gpt-5.2-codex,946492,99283,0,14130304,8.5678122,nas-ops,2026-01-29 14:31:13.5+00
hletrd,ses_3f5d8e43fffeKmtIqU2fU99S6E,antigravity-gemini-3-flash,40634,3642,0,394743,0.2949549,nas-ops,2026-01-29 14:30:47.66+00
hletrd,ses_3f5d76728ffeOp1xispCJHvFv5,antigravity-gemini-3-flash,30237,2194,0,98307,0.1531131,nas-ops,2026-01-29 14:29:31.876+00
hletrd,ses_3f5e2cfe9ffeSqMw0BeKGTR6H7,antigravity-gemini-3-flash,490179,13574,0,4240019,2.9461527,nas-ops,2026-01-29 14:22:28.679+00
hletrd,ses_3f5e0b695ffeTR73KdbEMl23Zt,antigravity-gemini-3-flash,175547,3115,0,931376,0.8527788,nas-ops,2026-01-29 14:20:17.609+00
hletrd,ses_3f5e08aa4fferKyVxb9mB1vne6,antigravity-gemini-3-flash,152750,1766,0,597139,0.6638817,nas-ops,2026-01-29 14:19:54.452+00
hletrd,ses_3f5e26294ffe9XR2L7RB49Hxo4,antigravity-gemini-3-flash,310201,6622,0,1754044,1.5561462,nas-ops,2026-01-29 14:19:39.673+00
hletrd,ses_3f5e223bdffeOYiCJL6DVZJXRd,antigravity-gemini-3-flash,72334,4797,0,542756,0.4517838,nas-ops,2026-01-29 14:18:31.115+00
hletrd,ses_3f5e25963ffebL5SGMOpyz0M7J,antigravity-gemini-3-flash,118453,2010,0,392680,0.503313,nas-ops,2026-01-29 14:17:59.884+00
hletrd,ses_3f5e2c669ffe9ik7jxfbSjvShq,antigravity-gemini-3-flash,87354,2172,0,882894,0.5595102,nas-ops,2026-01-29 14:17:52.789+00
hletrd,ses_3f5e3144bffea9P4ualKHl7uSm,antigravity-gemini-3-flash,58005,1854,0,441597,0.3343041,nas-ops,2026-01-29 14:17:04.124+00
hletrd,ses_3f5e38737ffeqenEsU5TPXmLsj,antigravity-gemini-3-flash,101069,3850,0,328261,0.4594353,nas-ops,2026-01-29 14:16:52.64+00
hletrd,ses_3f5e34b75ffet2EnXKj11dCRZg,antigravity-gemini-3-flash,47524,1123,0,220883,0.2256819,nas-ops,2026-01-29 14:16:33.629+00
hletrd,ses_3f5e3b2f3ffe89zb0rmNkMf4zj,claude-haiku-4-5,8,548,60373,215598,0.09977405,nas-ops,2026-01-29 14:15:57.986+00
hletrd,ses_3f5e56dfaffeItNz2jJaRcC4dP,claude-haiku-4-5,89,6269,116389,2145977,0.39151795,nas-ops,2026-01-29 14:15:28.981+00
hletrd,ses_3f5e55da5ffeWqS1xzOYs5vksm,claude-haiku-4-5,65,7034,35155,1523705,0.23154925,nas-ops,2026-01-29 14:15:15.151+00
hletrd,ses_3f5e55688ffeW25acNKj2J1SQ4,antigravity-gemini-3-flash,130392,2809,0,348704,0.5379222,nas-ops,2026-01-29 14:14:40.752+00
hletrd,ses_3f5e9038affeNxAYSqYNS1wUZ5,claude-haiku-4-5,137,15766,167165,4024999,0.69042315,nas-ops,2026-01-29 14:13:13.744+00
hletrd,ses_3f5ec1b72ffes7hO8g5WwYWeLm,antigravity-gemini-3-flash,211414,4901,0,557440,0.874989,nas-ops,2026-01-29 14:08:50.462+00
hletrd,ses_3f5ec135effemKbSVHqlisueRQ,antigravity-gemini-3-flash,45367,3714,0,229801,0.2607513,nas-ops,2026-01-29 14:07:11.884+00
hletrd,ses_3f5eddf00ffezyq053HzQWpUCk,antigravity-gemini-3-flash,145548,1942,0,564605,0.6351555,nas-ops,2026-01-29 14:05:22.435+00
hletrd,ses_3f5f03383ffevEop3ijh1t7eN7,antigravity-gemini-3-flash,184363,3349,0,123191,0.6402813,nas-ops,2026-01-29 14:02:38.625+00
